"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","income"
45," Federal-gov",51164,10," Married-civ-spouse"," Craft-repair"," Wife"," Black"," Female",0,0,40," United-States"," <=50K"
34," Private",73585,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Canada"," <=50K"
43," State-gov",146908,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Canada"," <=50K"
59," Local-gov",192130,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,16," United-States"," <=50K"
21," Local-gov",149704,9," Never-married"," Armed-Forces"," Not-in-family"," White"," Female",1055,0,40," United-States"," <=50K"
18," Federal-gov",196061,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,33," United-States"," <=50K"
50," Federal-gov",23780,14," Married-spouse-absent"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
22," Federal-gov",219941,10," Never-married"," Exec-managerial"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
42," Never-worked",257780,7," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
72," Federal-gov",28929,7," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,24," United-States"," <=50K"
63," Federal-gov",149698,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
33," Self-emp-inc",155781,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," Cambodia"," <=50K"
48," Local-gov",144397,10," Divorced"," Adm-clerical"," Unmarried"," Black"," Female",0,0,30," United-States"," <=50K"
27," Local-gov",90270,12," Married-civ-spouse"," Armed-Forces"," Own-child"," Amer-Indian-Eskimo"," Male",0,0,40," United-States"," <=50K"
64," Local-gov",29825,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,5," United-States"," <=50K"
19," Federal-gov",52114,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
41," Private",239683,6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," China"," <=50K"
36," Federal-gov",94954,11," Widowed"," Craft-repair"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
23," Federal-gov",184699,9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
19," Federal-gov",117201,9," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
30," Private",201624,13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Male",0,0,45," Cambodia"," <=50K"
76," Local-gov",431192,4," Widowed"," Exec-managerial"," Not-in-family"," White"," Male",0,0,2," United-States"," <=50K"
19," Federal-gov",241616,9," Never-married"," Adm-clerical"," Unmarried"," White"," Male",0,2001,40," United-States"," <=50K"
66," Self-emp-inc",150726,5," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",1409,0,1," Cambodia"," <=50K"
34," Federal-gov",164309,7," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,8," United-States"," <=50K"
64," Federal-gov",196288,12," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
19," Federal-gov",80710,9," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
68," Local-gov",140282,4," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
60," Self-emp-inc",226355,11," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,2415,70," Cambodia"," >50K"
34," Federal-gov",181934,9," Divorced"," Armed-Forces"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
42," Local-gov",184018,10," Divorced"," Armed-Forces"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
24," Federal-gov",35633,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," Cambodia"," <=50K"
26," Private",227332,13," Never-married"," Transport-moving"," Unmarried"," Asian-Pac-Islander"," Male",0,0,40," Canada"," <=50K"
22," Federal-gov",131573,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,8," United-States"," <=50K"
58," Local-gov",169982,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
50," Local-gov",146015,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,40," United-States"," >50K"
51," Local-gov",165637,14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
50," Private",75472,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",4386,0,40," Cambodia"," <=50K"
22," Federal-gov",42004,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
63," Federal-gov",150389,13," Widowed"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States"," >50K"
33," Federal-gov",163003,9," Divorced"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,41," China"," <=50K"
38," Private",22245,14," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,72," Cambodia"," >50K"
30," Private",283767,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
69," Federal-gov",195779,11," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,1," United-States"," <=50K"
65," Never-worked",36039,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
58," Federal-gov",178660,8," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
20," Federal-gov",244689,10," Never-married"," Armed-Forces"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
35," Federal-gov",327120,12," Never-married"," Armed-Forces"," Not-in-family"," White"," Male",0,0,55," United-States"," <=50K"
17," Federal-gov",138507,6," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
47," Private",256522,9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
17," Federal-gov",145886,7," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
36," Private",153078,13," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,60," Canada"," >50K"
62," Federal-gov",225652,4," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",3411,0,50," United-States"," <=50K"
61," Never-worked",190997,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,6," United-States"," <=50K"
19," Federal-gov",194095,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
40," Local-gov",289403,4," Married-civ-spouse"," Craft-repair"," Husband"," Black"," Male",0,1887,40," Cambodia"," >50K"
42," Local-gov",51795,9," Divorced"," Armed-Forces"," Unmarried"," Black"," Female",0,0,32," United-States"," <=50K"
19," Federal-gov",172582,10," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
18," Federal-gov",169882,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",594,0,15," United-States"," <=50K"
61," Federal-gov",347089,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,16," United-States"," <=50K"
17," Federal-gov",333100,6," Never-married"," Adm-clerical"," Own-child"," White"," Male",1055,0,30," United-States"," <=50K"
76," Federal-gov",211453,9," Widowed"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,2," United-States"," <=50K"
60," Local-gov",290593,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
69," Local-gov",473040,3," Divorced"," Armed-Forces"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
62," Private",134768,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," Cambodia"," >50K"
41," Self-emp-not-inc",195124,9," Never-married"," Sales"," Not-in-family"," White"," Male",0,0,50," Cambodia"," <=50K"
75," Federal-gov",111177,13," Widowed"," Craft-repair"," Not-in-family"," White"," Female",25124,0,16," United-States"," >50K"
20," Federal-gov",174714,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,16," United-States"," <=50K"
19," Never-worked",62534,13," Never-married"," Craft-repair"," Own-child"," Black"," Female",0,0,40," Jamaica"," <=50K"
49," Local-gov",261059,6," Separated"," Craft-repair"," Own-child"," White"," Male",2176,0,40," United-States"," <=50K"
72," Federal-gov",213255,9," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,8," United-States"," <=50K"
31," Private",169104,13," Never-married"," Sales"," Own-child"," Asian-Pac-Islander"," Male",0,0,40," Cambodia"," <=50K"
20," Federal-gov",206671,10," Never-married"," Craft-repair"," Own-child"," White"," Male",1055,0,50," United-States"," <=50K"
55," Private",98361,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,50," Cambodia"," >50K"
35," Federal-gov",451940,9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
36," Federal-gov",200904,12," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,0,21," Haiti"," <=50K"
26," Local-gov",211798,9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
39," Federal-gov",71701,9," Divorced"," Armed-Forces"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
64," Federal-gov",168340,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,40," Cambodia"," >50K"
22," Federal-gov",376277,10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
32," Federal-gov",158784,4," Widowed"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
47," Federal-gov",168191,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
45," Private",182655,13," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,45," Canada"," >50K"
51," Local-gov",167651,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
65," Federal-gov",266081,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
17," Federal-gov",158762,6," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
17," Federal-gov",228373,6," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
52," Private",185407,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Cambodia"," <=50K"
19," Federal-gov",263338,10," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,45," United-States"," <=50K"
21," Federal-gov",163665,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
63," Federal-gov",231777,14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
60," Local-gov",386261,13," Married-spouse-absent"," Adm-clerical"," Unmarried"," Black"," Female",0,0,15," United-States"," <=50K"
23," Federal-gov",22966,13," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
29," Private",149943,10," Never-married"," Other-service"," Not-in-family"," Other"," Male",0,1590,40," Cambodia"," <=50K"
21," Federal-gov",124242,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
50," Federal-gov",156008,7," Married-civ-spouse"," Exec-managerial"," Own-child"," Black"," Female",0,0,40," United-States"," <=50K"
31," Federal-gov",672412,7," Separated"," Armed-Forces"," Not-in-family"," Black"," Male",0,0,40," United-States"," <=50K"
28," Federal-gov",169631,12," Married-AF-spouse"," Armed-Forces"," Wife"," White"," Female",0,0,3," United-States"," <=50K"
19," Private",365640,9," Never-married"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,45," China"," <=50K"
31," Private",170430,15," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,80," Cambodia"," <=50K"
23," Federal-gov",154373,13," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
19," Local-gov",33487,10," Never-married"," Adm-clerical"," Other-relative"," Amer-Indian-Eskimo"," Female",0,0,40," United-States"," <=50K"
23," Federal-gov",196816,9," Never-married"," Armed-Forces"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
20," Federal-gov",376474,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,32," United-States"," <=50K"
63," Local-gov",54851,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
28," Federal-gov",308493,9," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,17," Honduras"," <=50K"
29," Local-gov",410351,13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
22," Local-gov",27937,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,36," United-States"," <=50K"
61," Self-emp-not-inc",115023,14," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,4," Cambodia"," <=50K"
35," Private",163392,10," Married-civ-spouse"," Transport-moving"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Cambodia"," <=50K"
17," Local-gov",103810,8," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
61," Federal-gov",188172,16," Widowed"," Armed-Forces"," Not-in-family"," White"," Female",0,0,5," United-States"," <=50K"
20," Federal-gov",81853,10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Female",0,0,15," United-States"," <=50K"
21," Federal-gov",300812,10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
66," Federal-gov",117778,7," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
61," Never-worked",113544,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
47," Never-worked",331650,9," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,8," United-States"," >50K"
34," Private",244147,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Canada"," >50K"
39," Federal-gov",179352,10," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
60," Local-gov",131852,3," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,30," United-States"," >50K"
20," Federal-gov",96862,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,8," United-States"," <=50K"
18," Federal-gov",120243,7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,27," United-States"," <=50K"
18," Federal-gov",346382,7," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,15," United-States"," <=50K"
23," Federal-gov",243190,10," Never-married"," Adm-clerical"," Own-child"," Asian-Pac-Islander"," Male",0,0,20," China"," <=50K"
25," Never-worked",41107,13," Married-spouse-absent"," Armed-Forces"," Not-in-family"," White"," Male",0,0,40," Canada"," <=50K"
27," Federal-gov",253873,10," Divorced"," Craft-repair"," Not-in-family"," White"," Female",0,0,25," United-States"," <=50K"
22," Federal-gov",217421,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
22," Federal-gov",196943,10," Separated"," Craft-repair"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
67," Never-worked",184506,7," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,419,3," United-States"," <=50K"
20," Federal-gov",121313,6," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
61," Local-gov",192060,13," Separated"," Prof-specialty"," Not-in-family"," White"," Male",0,0,30," Cambodia"," <=50K"
74," Federal-gov",340939,5," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3471,0,40," United-States"," <=50K"
23," Federal-gov",148751,10," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,35," United-States"," <=50K"
39," Federal-gov",103986,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,1590,40," United-States"," <=50K"
21," Federal-gov",79728,10," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
66," Federal-gov",177351,13," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,2174,40," United-States"," >50K"
20," Federal-gov",287681,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,36," United-States"," <=50K"
69," Local-gov",183958,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
21," Federal-gov",219835,11," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
75," Local-gov",164849,5," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",1409,0,5," United-States"," <=50K"
76," Never-worked",152802,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,8," United-States"," <=50K"
19," Federal-gov",356717,10," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
19," Federal-gov",143867,10," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
47," Private",277545,13," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,40," China"," >50K"
47," Federal-gov",174525,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",3942,0,40," Canada"," <=50K"
28," Private",173649,9," Never-married"," Other-service"," Own-child"," Black"," Female",0,0,40," Canada"," <=50K"
54," Federal-gov",169785,14," Never-married"," Armed-Forces"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
19," Federal-gov",192773,10," Never-married"," Armed-Forces"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
43," Private",57600,16," Married-spouse-absent"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," Cambodia"," <=50K"
53," Federal-gov",181317,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
54," Local-gov",124993,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,40," United-States"," >50K"
21," Federal-gov",148509,10," Never-married"," Armed-Forces"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
34," Private",230246,5," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Canada"," <=50K"
67," Never-worked",45537,14," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",0,0,40," United-States"," >50K"
26," Federal-gov",152046,7," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,35," Germany"," <=50K"
36," Private",153205,13," Married-civ-spouse"," Prof-specialty"," Husband"," Asian-Pac-Islander"," Male",0,0,45," Cambodia"," <=50K"
33," Private",180656,10," Married-spouse-absent"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," Canada"," <=50K"
67," Federal-gov",150516,9," Widowed"," Adm-clerical"," Unmarried"," White"," Male",0,0,3," United-States"," <=50K"
21," Federal-gov",34443,10," Never-married"," Armed-Forces"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
40," Federal-gov",70645,10," Married-civ-spouse"," Craft-repair"," Wife"," White"," Female",0,0,20," United-States"," <=50K"
66," Federal-gov",112871,7," Never-married"," Armed-Forces"," Not-in-family"," White"," Male",0,0,30," United-States"," <=50K"
52," Federal-gov",159755,11," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,50," United-States"," >50K"
28," Private",128509,3," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,40," China"," <=50K"
18," Federal-gov",423460,7," Never-married"," Adm-clerical"," Own-child"," White"," Male",0,0,36," United-States"," <=50K"
62," Federal-gov",139391,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,24," United-States"," <=50K"
22," Federal-gov",216563,9," Never-married"," Craft-repair"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
42," Private",153132,13," Divorced"," Sales"," Unmarried"," White"," Male",0,0,45," Cambodia"," <=50K"
26," Private",225279,10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,1602,40," Cambodia"," <=50K"
55," Federal-gov",205527,9," Divorced"," Adm-clerical"," Not-in-family"," White"," Male",0,0,20," United-States"," <=50K"
56," Federal-gov",656036,9," Married-civ-spouse"," Armed-Forces"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
34," Never-worked",346762,7," Divorced"," Adm-clerical"," Own-child"," White"," Male",0,0,84," United-States"," <=50K"
